,player_id,firstName,lastName,nationality,birthCity,primaryPosition,birthDate,height,height_cm,weight,shootsCatches
100,8474743,Zach,Redmond,USA,Traverse City,D,1988-07-26 01:00:00,"6' 2""",187.96,212.0,R
101,8476888,Mikhail,Grigorenko,RUS,Khabarovsk,C,1994-05-16 01:00:00,"6' 3""",190.5,209.0,L
102,8471260,Blake,Comeau,CAN,Meadow Lake,LW,1986-02-18 00:00:00,"6' 1""",185.42,202.0,R
103,8475168,Matt,Duchene,CAN,Haliburton,C,1991-01-16 00:00:00,"5' 11""",180.34,195.0,L
104,8476455,Gabriel,Landeskog,SWE,Stockholm,LW,1992-11-23 00:00:00,"6' 1""",185.42,215.0,L
105,8474574,Tyler,Myers,CAN,Houston,D,1990-02-01 00:00:00,"6' 8""",203.2,229.0,R
106,8474074,Paul,Postma,CAN,Red Deer,D,1989-02-22 00:00:00,"6' 3""",190.5,195.0,R
107,8477940,Nikolaj,Ehlers,DNK,Aalborg,LW,1996-02-14 00:00:00,"6' 0""",182.88,172.0,L
108,8471681,Jack,Skille,USA,Madison,RW,1987-05-19 01:00:00,"6' 1""",185.42,216.0,R
109,8471385,Adam,Pardy,CAN,Bonavista,D,1984-03-29 01:00:00,"6' 4""",193.04,227.0,L
110,8471262,Carl,Soderberg,SWE,Malmö,C,1985-10-12 01:00:00,"6' 3""",190.5,210.0,L
111,8476392,Adam,Lowry,USA,St. Louis,C,1993-03-29 01:00:00,"6' 5""",195.58,210.0,L
112,8469501,Chris,Thorburn,CAN,Sault Ste. Marie,RW,1983-06-03 01:00:00,"6' 3""",190.5,235.0,R
113,8470317,Nate,Guenin,USA,Aliquippa,D,1982-12-10 00:00:00,"6' 3""",190.5,207.0,R
114,8470614,Mark,Stuart,USA,Rochester,D,1984-04-27 01:00:00,"6' 2""",187.96,215.0,L
115,8470834,Dustin,Byfuglien,USA,Roseau,D,1985-03-27 00:00:00,"6' 5""",195.58,260.0,R
116,8473446,Erik,Johnson,USA,Bloomington,D,1988-03-21 00:00:00,"6' 4""",193.04,225.0,R
117,8470750,John,Mitchell,CAN,Oakville,C,1985-01-22 00:00:00,"6' 1""",185.42,204.0,L
118,8477902,Dennis,Everberg,SWE,Vasteras,RW,1991-12-31 00:00:00,"6' 4""",193.04,205.0,L
119,8477429,Andrew,Copp,USA,Ann Arbor,C,1994-07-08 01:00:00,"6' 1""",185.42,206.0,L
120,8474636,Michael,Hutchinson,CAN,Barrie,G,1990-03-02 00:00:00,"6' 3""",190.5,202.0,R
121,8475788,Alexander,Burmistrov,RUS,Kazan,C,1991-10-21 01:00:00,"6' 1""",185.42,180.0,L
122,8471226,Drew,Stafford,USA,Milwaukee,RW,1985-10-30 00:00:00,"6' 2""",187.96,214.0,R
123,8476885,Jacob,Trouba,USA,Rochester,D,1994-02-26 00:00:00,"6' 3""",190.5,202.0,R
124,8475279,Ben,Chiarot,CAN,Hamilton,D,1991-05-09 01:00:00,"6' 3""",190.5,219.0,L
125,8476460,Mark,Scheifele,CAN,Kitchener,C,1993-03-15 00:00:00,"6' 3""",190.5,207.0,R
126,8478561,Andreas,Martinsen,NOR,Bærum,LW,1990-06-13 01:00:00,"6' 3""",190.5,229.0,L
127,8475197,Tyson,Barrie,CAN,Victoria,D,1991-07-26 01:00:00,"5' 10""",177.8,190.0,R
128,8477492,Nathan,MacKinnon,CAN,Halifax,C,1995-09-01 01:00:00,"6' 0""",182.88,205.0,R
129,8474061,Anthony,Peluso,CAN,North York,RW,1989-04-18 01:00:00,"6' 3""",190.5,225.0,R
130,8471715,Ondrej,Pavelec,CZE,Kladno,G,1987-08-31 01:00:00,"6' 3""",190.5,212.0,L
131,8473533,Jordan,Staal,CAN,Thunder Bay,C,1988-09-10 01:00:00,"6' 4""",193.04,220.0,L
132,8470320,Cam,Ward,CAN,Saskatoon,G,1984-02-29 00:00:00,"6' 1""",185.42,185.0,L
133,8475753,Justin,Faulk,USA,South St.Paul,D,1992-03-20 00:00:00,"6' 0""",182.88,215.0,R
134,8477488,Brett,Pesce,USA,Tarrytown,D,1994-11-15 00:00:00,"6' 3""",190.5,200.0,R
135,8474052,Chris,Terry,CAN,Brampton,LW,1989-04-07 01:00:00,"5' 10""",177.8,191.0,L
136,8475784,Jeff,Skinner,CAN,Toronto,LW,1992-05-16 01:00:00,"5' 11""",180.34,200.0,L
137,8475663,Eddie,Lack,SWE,Norrtälje,G,1988-01-05 00:00:00,"6' 4""",193.04,187.0,L
138,8478396,Noah,Hanifin,USA,Boston,D,1997-01-25 00:00:00,"6' 3""",190.5,206.0,L
139,8468639,John-Michael,Liles,USA,Indianapolis,D,1980-11-25 00:00:00,"5' 10""",177.8,185.0,L
140,8471804,Nathan,Gerbe,USA,Oxford,C,1987-07-24 01:00:00,"5' 4""",162.56,176.0,L
141,8469508,Jay,McClement,CAN,Kingston,C,1983-03-02 00:00:00,"6' 1""",185.42,205.0,L
142,8475807,Joakim,Nordstrom,SWE,Stockholm,LW,1992-02-25 00:00:00,"6' 1""",185.42,189.0,L
143,8476858,Phillip,Di Giuseppe,CAN,Toronto,LW,1993-10-09 01:00:00,"6' 0""",182.88,200.0,L
144,8468493,Ron,Hainsey,USA,Bolton,D,1981-03-24 00:00:00,"6' 3""",190.5,210.0,L
145,8476958,Jaccob,Slavin,USA,Denver,D,1994-05-01 01:00:00,"6' 3""",190.5,205.0,L
146,8470595,Eric,Staal,CAN,Thunder Bay,C,1984-10-29 00:00:00,"6' 4""",193.04,208.0,L
147,8471346,Kris,Versteeg,CAN,Lethbridge,RW,1986-05-13 01:00:00,"5' 11""",180.34,176.0,R
148,8476437,Victor,Rask,SWE,Leksand,C,1993-03-01 00:00:00,"6' 2""",187.96,200.0,L
149,8474661,Michal,Jordan,CZE,Zlin,D,1990-07-17 01:00:00,"6' 1""",185.42,195.0,L
150,8474062,Riley,Nash,CAN,Consort,C,1989-05-09 01:00:00,"6' 1""",185.42,200.0,R
151,8475250,Andrej,Nestrasil,CZE,Prague,C,1991-02-22 00:00:00,"6' 3""",190.5,200.0,L
152,8474089,Brad,Malone,CAN,Miramichi,C,1989-05-20 01:00:00,"6' 2""",187.96,207.0,L
153,8477496,Elias,Lindholm,SWE,Boden,C,1994-12-02 00:00:00,"6' 1""",185.42,192.0,R
154,8470966,Mark,Giordano,CAN,Toronto,D,1983-10-03 01:00:00,"6' 0""",182.88,198.0,L
155,8474628,Michael,Stone,CAN,Winnipeg,D,1990-06-07 01:00:00,"6' 3""",190.5,210.0,R
156,8474749,Matt,Bartkowski,USA,Pittsburgh,D,1988-06-04 01:00:00,"6' 1""",185.42,196.0,L
157,8475878,Freddie,Hamilton,CAN,Toronto,C,1992-01-01 00:00:00,"6' 1""",185.42,195.0,R
158,8476967,Brett,Kulak,CAN,Edmonton,D,1994-01-06 00:00:00,"6' 2""",187.96,187.0,L
159,8477935,Sam,Bennett,CAN,Holland Landing,C,1996-06-20 01:00:00,"6' 1""",185.42,200.0,L
160,8476407,Andy,Welinski,USA,Duluth,D,1993-04-27 01:00:00,"6' 1""",185.42,206.0,R
161,8476971,Kevin,Roy,CAN,Greenfield Park,LW,1993-05-20 01:00:00,"5' 9""",175.26,170.0,L
162,8474673,TJ,Brodie,CAN,Chatham,D,1990-06-07 01:00:00,"6' 1""",185.42,182.0,L
163,8476873,Mark,Jankowski,CAN,Hamilton,C,1994-09-13 01:00:00,"6' 4""",193.04,202.0,L
164,8474150,Mikael,Backlund,SWE,Vasteras,C,1989-03-17 00:00:00,"6' 1""",185.42,199.0,L
165,8476434,John,Gibson,USA,Pittsburgh,G,1993-07-14 01:00:00,"6' 3""",190.5,223.0,L
166,8448208,Jaromir,Jagr,CZE,Kladno,RW,1972-02-15 00:00:00,"6' 3""",190.5,230.0,L
167,8469608,Mike,Smith,CAN,Kingston,G,1982-03-22 00:00:00,"6' 4""",193.04,215.0,L
168,8475907,Micheal,Ferland,CAN,Swan River,LW,1992-04-20 01:00:00,"6' 2""",187.96,208.0,L
169,8477903,Garnet,Hathaway,USA,Kennebunkport,RW,1991-11-23 00:00:00,"6' 2""",187.96,208.0,R
170,8477508,Curtis,Lazar,CAN,Salmon Arm,C,1995-02-02 00:00:00,"6' 0""",182.88,209.0,R
171,8473564,Michael,Frolik,CZE,Kladno,RW,1988-02-17 00:00:00,"6' 1""",185.42,194.0,L
172,8471426,Troy,Brouwer,CAN,Vancouver,RW,1985-08-17 01:00:00,"6' 3""",190.5,215.0,R
173,8474612,Travis,Hamonic,CAN,St. Malo,D,1990-08-16 01:00:00,"6' 2""",187.96,205.0,R
174,8476400,Logan,Shaw,CAN,Glace Bay,RW,1992-10-05 01:00:00,"6' 3""",190.5,208.0,R
175,8476346,Johnny,Gaudreau,USA,Salem,LW,1993-08-13 01:00:00,"5' 9""",175.26,157.0,L
176,8479314,Matthew,Tkachuk,USA,Scottsdale,LW,1997-12-11 00:00:00,"6' 2""",187.96,202.0,L
177,8477497,Sean,Monahan,CAN,Brampton,C,1994-10-12 01:00:00,"6' 3""",190.5,195.0,L
178,8476462,Dougie,Hamilton,CAN,Toronto,D,1993-06-17 01:00:00,"6' 6""",198.12,210.0,R
179,8470162,Matt,Stajan,CAN,Mississauga,C,1983-12-19 00:00:00,"6' 1""",185.42,195.0,L
180,8476808,Brian,Flynn,USA,Lynnfield,C,1988-07-26 01:00:00,"6' 1""",185.42,183.0,R
181,8471476,Daniel,Winnik,CAN,Toronto,LW,1985-03-06 00:00:00,"6' 2""",187.96,210.0,L
182,8476769,Bobby,Farnham,USA,North Andover,RW,1989-01-21 00:00:00,"5' 10""",177.8,190.0,L
183,8477957,Nikita,Scherbak,RUS,Moscow,RW,1995-12-30 00:00:00,"6' 2""",187.96,192.0,L
184,8471338,Torrey,Mitchell,CAN,Greenfield Park,C,1985-01-30 00:00:00,"5' 11""",180.34,186.0,R
185,8471679,Carey,Price,CAN,Anahim Lake,G,1987-08-16 01:00:00,"6' 3""",190.5,215.0,L
186,8471214,Alex,Ovechkin,RUS,Moscow,LW,1985-09-17 01:00:00,"6' 3""",190.5,235.0,R
187,8471698,T.J.,Oshie,USA,Everett,RW,1986-12-23 00:00:00,"5' 11""",180.34,195.0,R
188,8470642,Shea,Weber,CAN,Sicamous,D,1985-08-14 01:00:00,"6' 4""",193.04,230.0,R
189,8474008,Paul,Carey,USA,Boston,C,1988-09-24 01:00:00,"6' 1""",185.42,200.0,L
190,8471710,Taylor,Chorney,USA,Thunder Bay,D,1987-04-27 01:00:00,"6' 0""",182.88,193.0,L
191,8477444,Andre,Burakovsky,SWE,Klagenfurt,LW,1995-02-09 00:00:00,"6' 3""",190.5,201.0,L
192,8475200,Dmitry,Orlov,RUS,Novokuznetsk,D,1991-07-23 01:00:00,"5' 11""",180.34,212.0,L
193,8474651,Braden,Holtby,CAN,Lloydminster,G,1989-09-16 01:00:00,"6' 2""",187.96,211.0,L
194,8477446,Michael,McCarron,USA,Grosse Pointe,RW,1995-03-07 00:00:00,"6' 6""",198.12,230.0,R
195,8473563,Nicklas,Backstrom,SWE,Gävle,C,1987-11-23 00:00:00,"6' 1""",185.42,210.0,L
196,8474590,John,Carlson,USA,Natick,D,1990-01-10 00:00:00,"6' 3""",190.5,218.0,R
197,8477220,Nate,Schmidt,USA,St. Cloud,D,1991-07-16 01:00:00,"6' 1""",185.42,194.0,L
198,8474157,Max,Pacioretty,USA,New Canaan,LW,1988-11-20 00:00:00,"6' 2""",187.96,206.0,L
199,8469521,Tomas,Plekanec,CZE,Kladno,C,1982-10-31 00:00:00,"5' 11""",180.34,193.0,L
200,8474291,Jay,Beagle,CAN,Calgary,C,1985-10-16 01:00:00,"6' 3""",190.5,218.0,R
201,8471702,Matt,Niskanen,USA,Virginia,D,1986-12-06 00:00:00,"6' 1""",185.42,203.0,R
202,8473507,Jeff,Petry,USA,Ann Arbor,D,1987-12-09 00:00:00,"6' 3""",190.5,208.0,R
203,8468498,Brooks,Orpik,USA,San Francisco,D,1980-09-26 01:00:00,"6' 3""",190.5,217.0,L
204,8474717,Mark,Barberio,CAN,Montreal,D,1990-03-23 00:00:00,"6' 1""",185.42,207.0,L
205,8474038,Paul,Byron,CAN,Ottawa,LW,1989-04-27 01:00:00,"5' 9""",175.26,162.0,L
206,8476479,Phillip,Danault,CAN,Victoriaville,C,1993-02-24 00:00:00,"6' 1""",185.42,195.0,L
207,8475149,Marcus,Johansson,SWE,Landskrona,LW,1990-10-06 01:00:00,"6' 1""",185.42,205.0,L
208,8471228,Alexander,Radulov,RUS,Nizhny Tagil,RW,1986-07-05 01:00:00,"6' 1""",185.42,201.0,L
209,8475744,Evgeny,Kuznetsov,RUS,Chelyabinsk,C,1992-05-19 01:00:00,"6' 2""",187.96,204.0,L
210,8477901,Daniel,Carr,CAN,Sherwood Park,LW,1991-11-01 00:00:00,"6' 0""",182.88,193.0,L
211,8477476,Artturi,Lehkonen,FIN,Piikkio,LW,1995-07-04 01:00:00,"6' 0""",182.88,183.0,L
212,8477413,Sven,Andrighetto,CHE,Zurich,RW,1993-03-21 00:00:00,"5' 10""",177.8,188.0,L
213,8478963,Ryan,Johnston,CAN,Sudbury,D,1992-02-14 00:00:00,"5' 10""",177.8,180.0,R
214,8471296,Alexei,Emelin,RUS,Togliatti,D,1986-04-25 01:00:00,"6' 2""",187.96,218.0,L
215,8474189,Lars,Eller,DNK,Rodovre,C,1989-05-08 01:00:00,"6' 2""",187.96,207.0,L
216,8473991,Karl,Alzner,CAN,Burnaby,D,1988-09-24 01:00:00,"6' 3""",190.5,217.0,L
217,8476880,Tom,Wilson,CAN,Toronto,RW,1994-03-29 01:00:00,"6' 4""",193.04,218.0,R
218,8475792,Brett,Connolly,CAN,Campbell River,RW,1992-05-02 01:00:00,"6' 3""",190.5,195.0,R
219,8468508,Justin,Williams,CAN,Cobourg,RW,1981-10-04 01:00:00,"6' 1""",185.42,188.0,R
220,8477070,Liam,O'Brien,CAN,Halifax,C,1994-07-29 01:00:00,"6' 1""",185.42,215.0,L
221,8470604,Jeff,Carter,CAN,London,C,1985-01-01 00:00:00,"6' 3""",190.5,217.0,R
222,8470602,Dion,Phaneuf,CAN,Edmonton,D,1985-04-10 01:00:00,"6' 3""",190.5,219.0,L
223,8470207,Joffrey,Lupul,CAN,Fort Saskatchewan,LW,1983-09-23 01:00:00,"6' 1""",185.42,211.0,R
224,8470606,Dustin,Brown,USA,Ithaca,RW,1984-11-04 00:00:00,"6' 0""",182.88,216.0,R
225,8476406,Nick,Shore,USA,Denver,C,1992-09-26 01:00:00,"6' 1""",185.42,201.0,R
226,8468483,Marian,Gaborik,SVK,Trencin,RW,1982-02-14 00:00:00,"6' 1""",185.42,205.0,L
227,8475716,Martin,Marincin,SVK,Kosice,D,1992-02-18 00:00:00,"6' 4""",193.04,210.0,L
228,8471436,Matt,Hunwick,USA,Warren,D,1985-05-21 01:00:00,"5' 11""",180.34,200.0,L
229,8471734,Jonathan,Quick,USA,Milford,G,1986-01-21 00:00:00,"6' 1""",185.42,218.0,L
230,8476404,Andy,Andreoff,CAN,Pickering,LW,1991-05-17 01:00:00,"6' 1""",185.42,210.0,L
231,8474568,Luke,Schenn,CAN,Saskatoon,D,1989-11-02 00:00:00,"6' 2""",187.96,229.0,R
232,8475188,Brayden,McNabb,CAN,Davidson,D,1991-01-21 00:00:00,"6' 4""",193.04,212.0,L
233,8476871,Tanner,Pearson,CAN,Kitchener,LW,1992-08-10 01:00:00,"6' 1""",185.42,204.0,L
234,8473463,Leo,Komarov,FIN,Narva,C,1987-01-23 00:00:00,"5' 11""",180.34,210.0,L
235,8476352,Michael,Mersch,USA,Park Ridge,LW,1992-10-02 01:00:00,"6' 2""",187.96,213.0,L
236,8475180,Peter,Holland,CAN,Toronto,C,1991-01-14 00:00:00,"6' 2""",187.96,205.0,L
237,8467329,Vincent,Lecavalier,CAN,Ile Bizard,C,1980-04-21 01:00:00,"6' 4""",193.04,215.0,L
238,8469707,PA,Parenteau,CAN,Hull,RW,1983-03-24 00:00:00,"6' 0""",182.88,200.0,R
239,8471685,Anze,Kopitar,SVN,Jesenice,C,1987-08-24 01:00:00,"6' 3""",190.5,224.0,L
